name,ingredients,url,image,cookTime,recipeYield,datePublished,prepTime,description
Tiramisu,"5 whole Egg Yolks\n1/4 cup Plus 4 Tablespoons Sugar, Divided\n3/4 cups Marsala Wine, Divided\n1 cup Whipping (heavy) Cream\n1 pound Mascarpone Cheese, Softened (Room Temperature)\n1-1/2 cup Brewed Espresso Or VERY Strong Coffee\n1 Tablespoon Vanilla\n1 package (7 Oz.) Savoiardi Or Ladyfingers\n Cocoa Powder, For Dusting",http://thepioneerwoman.com/cooking/2007/07/tiramisu_yo/,http://static.thepioneerwoman.com/cooking/files/2010/07/879263705_5ee2060b01.jpg,PT4H,8,7/24/2007,PT1H,"    Sigh. Tiramisu. The first time I tried it was back when I lived in L.A., and it happened to also be the first time I trie..."
Spicy Shrimp,"3 pounds (more Or Less) Unpeeled Shrimp (21-26 Count Or Larger)\n1/2 cup Olive Oil\n Salt And Pepper, to taste\n3 whole Lemons (juice Of)\n1/4 cup (to 1/2 Cup) Worcestershire Sauce\n Tabasco\n1 stick Butter",http://thepioneerwoman.com/cooking/2007/08/spicy_shrimp_yu/,http://static.thepioneerwoman.com/cooking/files/2010/07/976404342_30fb887f79.jpg,PT10M,6,8/2/2007,PT16M,"    Its official name is ""Barbeque Shrimp,"" but that's actually a little misleading since this dish doesn't require..."
Wings,"2 pounds (to 3 Pounds) Chicken Wing Drummettes\n Canola Oil\n2 sticks Butter\n1 bottle Frank's Red Hot (12 Oz Bottle)\n Tabasco Sauce, To Taste",http://thepioneerwoman.com/cooking/2007/09/wings/,http://static.thepioneerwoman.com/cooking/files/2010/07/1300247252_5923bc24f8.jpg,PT25M,8,9/2/2007,PT20M,"    It's football season. Do you know where your wings are?    ""Wings."" When that one-syllable word is uttered in m..."
Pioneer Woman’s Favorite Sandwich,"1 Tablespoon Dijon Mustard, to taste\n1 Tablespoon Mayonnaise, to taste\n1 whole Tomato\n1 whole Red Onion, Small\n2 slices Mild Cheddar\n1 can (4 Oz.) Whole Green Chilies\n2 slices Provolone\n2 slices Rye Bread\n Butter",http://thepioneerwoman.com/cooking/2007/10/pioneer_womans_favorite_sandwich/,http://static.thepioneerwoman.com/cooking/files/2010/07/1470622409_212bb118bd.jpg,PT5M,1,10/2/2007,PT10M,"    Mmmmm...this is it, folks: The Sandwich That Brings Me the Most Happiness in Life. Granted, it's no Marlboro Man's Favori..."
Roasted Thanksgiving Turkey,1 whole Brining Bag\n1 whole Fresh Turkey (I Use A 20-lb. Turkey)\n1 jar (about 1 Pound Of Spices) Williams Sonoma Turkey Brine (See Note Below)\n1 stick Butter,http://thepioneerwoman.com/cooking/2007/10/roasted_thanksgiving_turkey/,http://static.thepioneerwoman.com/cooking/files/2007/10/Roasted-Thanksgiving-Turkey.jpg,PT3H,12,10/25/2007,PT18H,"Okay, my delightful friends and co-food-lovers! We've learned how to brine the turkey. Now let's tackle the intimidating-if-y..."
Spanish Green Beans,5 slices Bacon\n1 whole Onion (medium)\n4 cans (14.5 Oz. Cans) Whole Green Beans (or 1 To 2 Poounds Fresh)\n2 cans (14.5 Oz.) Whole Tomatoes\n Cayenne Pepper To Taste,http://thepioneerwoman.com/cooking/2007/11/spanish_green_beans_a_yummy_thanksgiving_side_dish/,http://static.thepioneerwoman.com/cooking/files/2010/07/1895773939_bd064e1506.jpg,PT45M,10,11/9/2007,PT20M,"    Sometimes it's the most simple ingredients that, when combined, make the most delightful dishes. Such is the case with th..."
Soul Sweet Taters,4 whole Medium Sweet Potatoes\n1 cup Sugar\n1 cup Milk\n2 whole Eggs\n1 teaspoon Vanilla Extract\n1 teaspoon Salt\n1 cup Brown Sugar\n1 cup Pecans\n1/2 cup Flour\n3/4 sticks Butter,http://thepioneerwoman.com/cooking/2007/11/if_you_think_you_dont_like_sweet_potatoesthink_again/,http://static.thepioneerwoman.com/cooking/files/2007/11/soul-sweet-taters-serious-eats.jpg,PT30M,10,10/29/2010,PT45M,    I put one of my all-time favorite Thanksgiving side dishes on Serious Eats today. If you think you don't like sweet potat...
Thanksgiving Stuffing,"1 whole Pan Of Cornbread (I Use My Cornbread Recipe)\n1 loaf French Bread, Somewhat Crusty\n1 stick Butter\n1 whole Medium Onion, Diced\n2 cups Celery, Chopped\n4 cups Low Sodium Chicken Broth\n1/2 teaspoon Dried Basil\n1/2 teaspoon Thyme\n2 teaspoons (to 3 Teaspoons) Fresh Rosemary, Chopped\n1/4 cup Fresh Parsley, Chopped\n Salt To Taste",http://thepioneerwoman.com/cooking/2007/11/stuffing_dressing_my_favorite_thanksgiving_food/,http://static.thepioneerwoman.com/cooking/files/2007/11/thanksgiving-stuffing.jpg,PT25M,10,11/16/2007,PT24H,"    Yes, I absolutely love the stuff, but oooh, is this dangerous ground. Stuffing/Dressing is such a personal thing and can ..."
PW Dinner Rolls – No Kneading Required!,4 cups Milk\n1 cup Sugar\n1 cup Vegetable Oil\n9 cups Flour\n2 packages (4 1/2 Tsp.) Active Dry Yeast\n1 teaspoon (heaping) Baking Powder\n1 teaspoon (scant) Baking Soda\n2 Tablespoons Salt,http://thepioneerwoman.com/cooking/2007/11/pw_dinner_rolls_-_no_kneading_required/,http://static.thepioneerwoman.com/cooking/files/2010/07/2035567395_95d5d714db.jpg,PT20M,24,11/21/2007,PT4H,"    Since I've kept you all waiting, I'm not going to do my usual ten-minute monologue waxing rhapsodic on the recipe I'm abo..."
PW’s Chex Party Mix,"3 cups Corn Chex\n3 cups Wheat Chex\n3 cups Rice Chex\n2 cups Pretzel Sticks\n2 cups Mixed Nuts\n1 stick (to 1 1/2 Sticks) Butter)\n3 Tablespoons Worcestershire Sauce\n6 dashes (to 12 Dashes) Tabasco Sauce\n3 cloves (to 5) Garlic, Mashed\n1 teaspoon Lawry's Seasoned Salt\n1/4 teaspoon Onion Powder",http://thepioneerwoman.com/cooking/2007/12/pws_chex_party_mix/,http://static.thepioneerwoman.com/cooking/files/2010/07/2110048156_5ee607e56a.jpg,PT1H15M,24,12/18/2007,PT15M,"    I know what you're thinking: ""Chex Party Mix? But I can just buy that in bags from the supermarket!"" But the truth is, my..."
Scrumptious Apple Pie,"1 whole Pie Crust\n6 cups (to 7 Cups) Peeled And Sliced Granny Smith Apples\n1/2 whole (juice Of) Lemon\n1/2 cup Sugar\n4 Tablespoons Flour\n1/4 teaspoon Salt\n1/2 cup Flour\n1-1/2 stick Butter\n1 cup Brown Sugar\n1/2 cup Quick Oats\n1/4 teaspoon Salt\n1/2 cup Pecans, Chopped\n1/2 jar (or More) Caramel Topping",http://thepioneerwoman.com/cooking/2007/12/scrumptous-and_i_do_mean_scrumptous-apple_pie/,http://static.thepioneerwoman.com/cooking/files/2010/07/2130279680_e0382a8891.jpg,PT55M,8,12/23/2007,PT45M,"    Okay, we've made the crust and finished our Christmas shopping, and now it's time to make the pie! I have lots of pies to..."
Spicy Roasted Chicken Legs,24 whole Chicken Legs\n2 sticks Butter\n1 Tablespoon Hot Salt (or You Favorite Seasonings)\n1/2 cup Lemon Juice (or To Taste),http://thepioneerwoman.com/cooking/2008/01/spicy_roasted_chicken_legs_-_tasty_and_easy_too/,http://static.thepioneerwoman.com/cooking/files/2010/07/2212788939_6cc7302852.jpg,PT30M,12,1/22/2008,PT20M,"    Well, I don't know about the whole ""fun"" business, but I do know that I like this recipe. Living out in the country, I ha..."
Quesadilla Party,2 whole Red Onions\n1 whole To 2 Whole Green And Red Bell Peppers\n3 whole Zucchini\n10 whole White Mushrooms\n1 dash Red Wine\n5 Tablespoons Or More Of Butter\n2 cups (more Or Less) Shredded Monterey Jack Cheese\n1 package Flour Tortillas,http://thepioneerwoman.com/cooking/2008/01/superbowl_sunday_idea_have_a_quesadilla_party/,http://static.thepioneerwoman.com/cooking/files/2010/07/2224986496_6335e9b62d.jpg,PT10M,6,1/28/2008,PT30M,"    Hey---the Superbowl is coming up! And if you're looking for something to serve other than the standard fare (wings, wings..."
Hot Roast Beef Sandwiches,"12 whole Dinner Rolls Or Small Sandwich Buns (I Used Whole Wheat)\n1 pound Thinly Shaved Roast Beef Or Ham (or Both!)\n1 pound Cheese (Provolone, Swiss, Mozzarella, Even Cheez Whiz!)\n1/4 cup Mayonnaise\n3 Tablespoons Grated Onion (or 1 Tbsp Dried Onion Flakes))\n1 Tablespoon Poppy Seeds\n1 Tablespoon Spicy Mustard\n1 Tablespoon Horseradish Mayo Or Straight Prepared Horseradish\n Dash Of Worcestershire\n Optional Dressing Ingredients: Sriracha, Hot Sauce, Dried Onion Flakes Instead Of Fresh, Garlic Powder, Pepper, Etc.)",http://thepioneerwoman.com/cooking/2013/03/hot-roast-beef-sandwiches/,http://static.thepioneerwoman.com/cooking/files/2013/03/sandwiches.jpg,PT20M,12,3/13/2013,PT20M,"When I was growing up, I participated in my Episcopal church's youth group, and I have lots of memories of weekly meetings wh..."
Roasted Garlic Mashed Potatoes,"5 pounds Russet Or Yukon Gold Potatoes, Peeled And Rinsed\n3 heads To 5 Heads Roasted Garlic\n1-1/2 stick Regular Salted Butter (3/4 Cup)\n8 ounces, weight Softened Cream Cheese\n1/2 cup Or So Half-and-half (Or Heavy Cream, If You're Feeling Naughty)\n Salt To Taste\n Black Pepper To Taste",http://thepioneerwoman.com/cooking/2008/02/the_meal_of_love_part_2_roasted_garlic_mashed_potatoes/,http://static.thepioneerwoman.com/cooking/files/2008/02/Roasted-Garlic-Mashed-Potatoes.jpg,PT15M,8,2/11/2008,PT1H,"  Okay, we've just roasted the garlic. Now we're going to use it to make Roasted Garlic Mashed Potatoes, which is sheer perfe..."
Mixed Berry Shortcake," Biscuits\n3 cups All-purpose Flour\n2 Tablespoons Baking Powder\n3 Tablespoons Sugar\n1/2 teaspoon Salt\n1-1/2 stick (3/4 Cup) Cold Butter, Cut Into Pieces\n1-1/4 cup Buttermilk\n1/2 teaspoon Almond Extract (optional)\n Berries\n2 pints Mixed Berries And/or Sliced Strawberries\n1/3 cup Sugar\n Zest And Juice Of 1 Small Orange\n SWEET YOGURT CREAM\n1 package (7 Ounces) Plain Greek Yogurt\n1 cup Cold Heavy Cream\n1/2 cup Sugar\n2 Tablespoons Brown Sugar",http://thepioneerwoman.com/cooking/2013/03/mixed-berry-shortcake/,http://static.thepioneerwoman.com/cooking/files/2013/03/shortcake.jpg,PT15M,8,3/18/2013,PT15M,It's Monday! It's a brand new week! The birds are chirping! The coffee's brewing! Everything has such hope and promise!     A...
Eggs in Hash Brown Nests,"6 whole Medium Russet Potatoes (6 To 8)\n Salt And Pepper, to taste\n24 whole Large Eggs\n Non-stick Cooking Spray",http://thepioneerwoman.com/cooking/2013/03/eggs-in-hash-brown-nests/,http://static.thepioneerwoman.com/cooking/files/2013/03/DSC_7863.jpg,PT1H30M,12,3/26/2013,PT15M,These are the perfect little side dish for Easter Brunch: Tender-but-crispy potato nests with a luscious baked egg in the mid...
Glazed Easter Ham,1 whole Fully Cooked Bone-in Ham (15-18 Pounds)\n Whole Cloves\n3 cups Brown Sugar\n1/2 cup Spicy Brown Mustard\n1 can Dr Pepper Or Coke\n3 Tablespoons Apple Cider Vinegar,http://thepioneerwoman.com/cooking/2013/03/glazed-easter-ham/,http://static.thepioneerwoman.com/cooking/files/2013/03/ham.jpg,PT3H,18,3/27/2013,PT20M,"Easter is coming, the goose is getting fat!    Wait. That's Christmas.     And Christmas isn't coming. At least not for 272 m..."
"Pretty, Yummy Fruit Salad","1 cup Sugar\n1 cup Water\n Juice Of 1 Orange\n Zest Of 1 Orange\n2 whole Vanilla Beans, Caviar Scraped Out (or 2 Teaspoons Vanilla Extract)\n4 pints Strawberries, Hulled And Halved\n2 pints Blueberries\n2 cups Red Grapes, Halved\n2 cups Green Grapes, Havled\n Mint Leaves",http://thepioneerwoman.com/cooking/2013/03/pretty-fruit-salad/,http://static.thepioneerwoman.com/cooking/files/2013/03/fruitsalad.jpg,PT20M,12,3/28/2013,PT20M,"I think you'll love this colorful, pretty fruit salad, which is drizzled with a lovely orange-vanilla syrup, which glosses it..."
Big Sur Bakery Hide Bread Recipe,"5 cups all-purpose flour, plus extra flour for dusting\n1/2 cup flax seeds\n1/2 cup sesame seeds\n2 cups oat bran\n1/4 cup sunflower seeds\n1/2 cup amaranth, quinoa, millet, or poppy seeds (or any combo of these)\n2 tablespoons dulse flakes, or 1 teaspoon kosher salt\n1 teaspoon baking soda\n1/4 cup plus 2 tablespoons beer\n2 1/2 cups buttermilk, half-and-half, milk, or water\nunsalted butter, softened for serving",http://www.101cookbooks.com/archives/big-sur-bakery-hide-bread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/big_sur_bakery_hide_bread.jpg,,,7/6/2009,,"From the Big Sur Bakery cookbook, a seed-packed pocket bread recipe contributed by a good friend of the bakery. Sesame, sunflower, flax and poppy seeds, millet, oat bran, and a bit of beer impressively cram themselves into these delicious, hearty rolls."
Old-Fashioned Blueberry Cake Recipe,"1 cup plus 2 tablespoons unbleached all-purpose flour\n1 teaspoon baking powder\n1/2 teaspoon baking soda\n3/4 teaspoon fine grain sea salt\n1/2 teaspoon cider vinegar\n5 tablespoons milk (divided)\n1/2 cup unsulphered molasses\n2 large eggs, lightly beaten\n3 tablespoons unsalted butter, barely melted\n1 1/2 cups blueberries, frozen (I freeze fresh berries)\n1 teaspoon flour\nServe with a sprinkling of powdered sugar (optional), or a big dollop of sweetened freshly whipped cream",http://www.101cookbooks.com/archives/oldfashioned-blueberry-cake-recipe.html,http://www.101cookbooks.com/mt-static/images/food/blueberry_cake_recipe.jpg,PT30M,Serves  8 - 10.,8/27/2009,PT10M,"An old-fashioned blueberry cake sweetened with molasses adapted from a reader submitted recipe to the July 1974 issue of Gourmet Magazine - rustic, dark as chocolate, tender, and punctuated with lots of tiny pockets of oozy, magenta berry flesh."
Apple and Carrot Shortbread Recipe,"1/4 cup / 2 ounces / 50g  semolina flour\n1 1/2 cups / 6 ounces whole wheat pastry flour\n1/4 teaspoon baking powder\n1/4 teaspoon fine grain sea salt\n5 ounces (150g) unsalted butter, room temperature\n2/3 cup / 3 1/2 ounces (100g)  light Muscovado sugar (or brown sugar)\n2 ounces (50g) carrot, grated (about 1/4 cup)\n1 ounce (25g) apple, grated (about 1/6 of a med. apple)\nzest of one lemon\nmilk",http://www.101cookbooks.com/archives/apple-and-carrot-shortbread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/apple_carrot_shortbread.jpg,PT60M,,10/25/2009,PT10M,An apple and carrot-flecked shortbread recipe inspired by a recipe I came across in Good Tempered Food by Tamasin Day-Lewis.
Orange and Oat Scone Recipe,"3 cups whole wheat pastry flour\n1/2  cup turbinado sugar\n2 teaspoons baking powder\n1 teaspoon baking soda\n1 cup (2 sticks) cold butter, cut into small pieces\n2 cups rolled oats\nzest of 1 orange\n1 cup buttermilk\n1/4 cup coarse turbinado or Demerara sugar, for sprinkling\n2/3 cup dried currants",http://www.101cookbooks.com/archives/orange-and-oat-scones-recipe.html,http://www.101cookbooks.com/mt-static/images/food/nepenthe_scone_recipe.jpg,PT15M,,11/15/2009,PT10M,Rustic orange-scented oat scones peppered with currants inspired by a recipe in Romney Steele's new Big Sur-based My Nepenthe cookbook.
Sparkling Ginger Chip Cookies,"1/2 cup / 3.5 oz / 90 g turbinado sugar\n6 ounces / 170 g  bittersweet chocolate\n2 cups / 8.5 oz / 245 g whole wheat pastry flour\n1 teaspoon baking soda\n4 1/2 teaspoons ground ginger\n1/2 teaspoon fine grain sea salt\n1/2 cup / 4 oz / 113 g unsalted butter\n1/4 cup / 2 oz / 60 ml unsulphured molasses\n2/3 cup / 3.75 oz / 100 g fine grain natural cane sugar, sifted\n1 1/2 tablespoons grated fresh ginger, peeled \n1 large egg, well beaten",http://www.101cookbooks.com/archives/sparkling-ginger-chip-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/ginger_chip_cookies.jpg,PT10M,,12/4/2009,PT30M,"I made these for Lottie &amp; Doof's 12 DAYS OF COOKIES. They are tiny, bite-sized holiday cookies made with two kinds of ginger and lots of shaved chocolate. The turbinado sugar crust gives them a bit of crunch which is a nice contrast to the ooey-goey chocolate."
Seeded Flatbread Recipe,"4 1/2 cups / 1 lb. 6.5 oz / 640 g White Whole Wheat Flour \n1 3/4 teaspoons salt \n1 teaspoon instant yeast / active dry yeast\n1 cup / 5 oz / 140g seeds (I use equal parts chopped pepitas, sunflower &amp; poppy seeds)\n1 1/2 tablespoons mustard seeds, toasted and crushed \n1/4 cup / 60ml extra-virgin olive oil \n2 cups / 475 ml water, ice cold\nsemolina flour or cornmeal for dusting baking sheet",http://www.101cookbooks.com/archives/seeded-flatbread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/seeded_flatbread.jpg,,,12/9/2009,,"This olive oil flatbread is made from white whole wheat flour along with pepitas, sunflower, poppy, and mustard seeds. You can pull the dough out paper thin or leave it a bit thicker, serve it straight or bake it with toppings. Whatever you like, really."
Figgy Buckwheat SconesFig Butter Recipe,"Dry mix:\n1 cup / 4.75 oz / 135 g buckwheat flour\n1 1/4 cups / 5.5 oz / 160g all-purpose flour\n1/2 cup / 2.5 oz / 70 g sugar\n2 teaspoons baking powder\n1/2 teaspoon kosher salt\nWet mix:\n4 ounces / 113 g cold unsalted butter, cut into 1/4-inch pieces\n1 1/4 cups / 10 fl. oz / 300ml heavy cream\n1 cup / 8 oz Fig Butter (see recipe below)\n1/2 cup / 2.5 oz / 70 g sugar\n2 whole cloves\n1 star anise\n1 cup / 240 ml red wine\n1/2 cup / 120 ml port\n12 ounces / 340 g dried Black Mission figs, stems removed\n1/4 teaspoon cinnamon\n4 ounces / 113g unsalted butter, softened\nsalt to taste (hs: suggestion)",http://www.101cookbooks.com/archives/figgy-buckwheat-scones-recipe.html,http://www.101cookbooks.com/mt-static/images/food/buckwheat_fig_scones.jpg,PT45M,,3/10/2010,PT100M,"These jammy, fig-swirled buckwheat scones are from Kim Boyce's inspiring new book, Good to the Grain, about baking with whole-grain flours."
Lucia Muffins,"butter to grease muffin tins\n3 tablespoons unsalted butter\n1 loose teaspoon saffron threads\n3 tablespoons natural cane sugar\n1 cup / 240 ml buttermilk\n2 egg whites\n2 tablespoons water\n1 cup / 4.5 oz / 125 g whole wheat pastry flour\n3/4 cup / 3.5 oz / 100g unbleached all-purpose flour\n1 teaspoon baking powder\n1/2 teaspoon baking soda\n1/2 teaspoon fine grain sea salt\n2 tablespoons finely chopped almonds\n1/2 cup / 2 oz / 60 g golden raisins, chopped",http://www.101cookbooks.com/archives/lucia-muffins-recipe.html,http://www.101cookbooks.com/mt-static/images/food/lucia_muffin_recipe.jpg,PT25M,Makes 10 - 12 muffins (12 in the Lodge cast iron muffin pans)...,3/30/2010,PT20M,"These muffins are saffron-smacked and riddled with golden raisins, buttermilk battered and barely sweet. Said another way, Lucia buns reinterpreted as muffins. If you love saffron give them a try."
Chocolate Cherry Brownies,"butter for greasing pan\n2 cups / 10.5 oz / 300 g dried cherries\nscant cup / 200 ml / 7 fl oz port wine\n1/2 cup / 2 oz / 55g / whole wheat pastry flour\n1/3 cup / 1.5 oz / 40 g unsweetened cocoa powder\n1/2 teaspoon fine grain sea salt\n2 teaspoons baking powder\n10.5 oz / 300g 55% dark chocolate chips/chunks\n5 1/2 tablespoons /  2 3/4 oz / 80g unsalted butter\n2 cups / 10.5 oz / sifted muscovado sugar\n4 large eggs\nscant 1/2 cup / 3.5 oz / 100 g creme fraiche or sour cream\n1 cup / 5 oz / 145 g chocolate chips/ chunks\nmore cocoa powder, for dusting",http://www.101cookbooks.com/archives/chocolate-cherry-brownies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/choco_cherry_brownies.jpg,PT60M,,4/10/2010,PT900M,"Dense, gooey chocolate brownies packed with boozy, port-soaked dried cherries. Made with Muscovado sugar, chocolate chunks, and crème fraiche."
Quinoa Skillet Bread,"butter to grease pan, about 1 tablespoon\n1 cup / 4 oz / 115g whole wheat pastry flour\n3/4 cup / 4 oz / 115 g yellow cornmeal (coarse)\n1 teaspoon baking powder\n1/2 teaspoon baking soda\n1/2 teaspoon dried mixed herbs (optional)\n2 large eggs\n1 1/2 cups / 7 oz / 200 g cooked quinoa, room temperature*\n3 tablespoons unsalted butter, barely melted and cooled a bit\n3 tablespoons natural cane sugar (or brown sugar)\n3/4 teaspoon fine grain sea salt\n2 cups / 475 ml milk\n1 1/2 tablespoons white or white wine vinegar\n1 cup / 240 ml heavy cream",http://www.101cookbooks.com/archives/quinoa-skillet-bread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/quinoa_skillet_bread_recipe.jpg,PT60M,Makes one 10 1/2 skillet.,4/24/2010,PT10M,"A rustic, minimally structured, custard-topped, crusty-edged, herb-scented corn-quinoa skillet bread. "
Strawberry Rhubarb Crumble,"butter for greasing skillet/pan (about 1 tablespoon)\n3/4 cup  / 3 oz / 85 g spelt flour\n2/3 cup / 3 oz / 85 pine nuts, lightly toasted\n1/2 cup / 1.5 oz  / 45 g rolled oats\n1/2 cup / 2 oz / 60 g natural cane sugar\n1/2 teaspoon fine grain sea salt\n1/8 teaspoon freshly ground black pepper\n1/3 cup / 2.5 oz /  75 g unsalted butter, melted\n1 tablespoon cornstarch\n1/2 cup / 2 oz / 60 g natural cane sugar (or Muscovado sugar)\n1/2 lb. / 8 ounces / 225 g hulled medium strawberries, cut into quarters\n12 ounces trimmed rhubarb, sliced into 3/4-inch pieces\n1/4 cup / 60 ml port wine (optional)",http://www.101cookbooks.com/archives/strawberry-rhubarb-crumble-recipe.html,http://www.101cookbooks.com/mt-static/images/food/strawberry_rhubarb_crumble_recipe.jpg,PT40M,,5/4/2010,PT20M,"A simple spring crumble - rhubarb, strawberry, and a splash of port wine with a buttery black pepper, pine nut and oat crumble top. Sounds a bit fancy, but really, it couldn't be easier to make. "
Quinoa Cloud Cookies,"3/4 cup / 3.5 oz / 100g quinoa flour\n1 cup / 5 oz / 145 g all-purpose flour\n1/2 teaspoon fine grain sea salt\n1 cup / 8 oz / 225g unsalted butter, room temperature\n1 cup / 5 oz / 140 g sifted fine-grain natural cane sugar (or light brown sugar)\n1/2 cup / 2.5 oz / 70 g shaved chocolate\n3 tablespoons large-grain sugar flakes (or turbinado)",http://www.101cookbooks.com/archives/quinoa-cloud-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/quinoa_cloud_cookies.jpg,PT15M,,5/14/2010,PT60M,"Cookies made from toasted quinoa and wheat flours, flecked with chocolate shavings, rolled and stamped into cloud shapes."
Rosemary Olive Oil Cake,"Olive oil for the pan\nDry ingredients:\n3/4 cup / 3 oz / 80g spelt flour\n1 1/2 cups / 7.5 oz /  210 g all-purpose flour\n3/4 cup / 4 oz / 115g sugar\n1 1/2 teaspoons baking powder\n3/4 teaspoon kosher salt\nWet ingredients:\n3 eggs\n1 cup / 240 ml olive oil\n3/4 cup / 180 ml whole milk\n1 1/2 tablespoons fresh rosemary, finely chopped\n5 ounces / 140 g bittersweet chocolate (70% cacao), chopped into 1/2-inch pieces\n2 tablespoons sugar for top crunch",http://www.101cookbooks.com/archives/rosemary-olive-oil-cake-recipe.html,http://www.101cookbooks.com/mt-static/images/food/olive_oil_cake_recipe.jpg,PT45M,,5/23/2010,PT15M,"A cake I made for the Kim Boyce potluck at 18 Reasons - Incredibly moist, golden-crumbed, flecked with rosemary, and dotted with big and small chocolate chunks, I'd make this again in a heartbeat."
Chocolate Loaf Cake,"zest of one lemon\n1 1/4 cups / 5 oz / 145 g spelt flour\n1 teaspoon baking soda\n1/2 teaspoon fine grain sea salt\n1 cup / 8 oz / 225g unsalted butter\n1 2/3 cups / 7.5 oz / 215 g v. loosely packed dark Muscovado sugar\n2 large eggs, beaten\n2 teaspoons vanilla extract\n4 oz / 115 g bittersweet chocolate, barely melted\n1 cup plus 2 tablespoons boiling water\nanother 1/3 cup / 1.5 oz / 45 g Muscovado sugar (optional)",http://www.101cookbooks.com/archives/chocolate-loaf-cake-recipe.html,http://www.101cookbooks.com/mt-static/images/food/chocolate_loaf_cake_recipe.jpg,PT50M,Makes 8 - 10 slices.,6/27/2010,PT15M,"Certainly not the most attractive cake I've ever baked - but right in so many other ways. Deep chocolate flavor, barely set center, indiscernible crumb, thin Muscovado crust...if you can get over how it looks, you'll love it."
Six-seed Soda Bread Recipe,"2 1/2 tablespoons EACH sunflower seeds, pumpkin seeds, sesame seeds,\npoppy seeds, flax seeds\n1 teaspoon fennel seeds\n1 3/4 cup / 9 oz / 250 g spelt flour\n2 cups / 9 oz / 250 g unbleached all-purpose flour\n2 teaspoons baking soda\n1 teaspoon fine grain sea salt\n1 3/4 cup / 14 oz / 400 ml buttermilk\na bit of extra buttermilk/milk",http://www.101cookbooks.com/archives/sixseed-soda-bread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/six_seed_soda_bread_recipe.jpg,PT40M,,5/31/2010,PT10M,"Inspired by Hugh Fearnley-Whittingstall's soda bread recipe, this version is made with a blend of spelt flour and all-purpose flour. The dough is littered with seeds - sunflower seeds, pumpkin seeds, sesame seeds, poppy seeds, flax seeds, and fennel seeds. It bakes into a perfect, rustic, crusty loaf of bread with relatively little effort."
,"Salt\nOne 35-ounce can Italian plum tomatoes (preferably San Marzano) with their liquid\n1 pound penne\n1/4 cup extra-virgin olive oil\n10 cloves garlic, peeled\nCrushed hot red pepper\n1/4 cup vodka\n1/2 cup heavy cream\n2 tablespoons unsalted butter or olive oil for finishing the sauce, if you like\n2 to 3 tablespoons chopped fresh Italian parsley\n3/4 cup freshly grated Parmigiano-Reggiano, plus more for passing if you like",http://www.101cookbooks.com/archives/000054.html,http://www.101cookbooks.com/mt-static/images/food/.jpg,,,5/27/2003,,101 Cookbooks: Penne alla Vodka Recipe
Scharffen Berger 70% Fudgy Brownies,6 ounces Scharffen Berger 70% Bittersweet chocolate\n3/4 cup butter\n1 1/2 cups sugar\n3 eggs\n1 teaspoon vanilla\n1 cup flour\n1 cup chopped nuts (optional),http://www.101cookbooks.com/archives/000041.html,http://www.101cookbooks.com/mt-static/images/food/.jpg,,,6/29/2003,,101 Cookbooks: Scharffen Berger 70% Fudgy Brownies Recipe
Chocolate Calypso Beans (remix),"1 lb. Jacob's Cattle beans\n2 T. olive oil\n1 large onion, chopped\n1 red bell pepper, chopped\n5 cloves garlic, minced\n2T. ground, dried red chilies (I used med-hot Chimayo)\n1 1/2 T ground cumin\n2+ t.  ground cinnamon \n1 t. ground allspice\n4 1/2 cups water or vegetable stock\n1 12 oz. bottle Negro Modelo Mexican beer\n1 1/2 discs Ibarra Mexican chocolate",http://www.101cookbooks.com/archives/000116.html,http://www.101cookbooks.com/mt-static/images/food/ranchogordobeans.jpg,,,9/6/2004,,101 Cookbooks: Chocolate Calypso Beans Recipe
